Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,ssd Name,Price
SSD,VX500-25SAT3-128G,Toshiba,OCZ VX500 128GB,451,82.4,87,https://ssd.userbenchmark.com/SpeedTest/194663/TOSHIBA-VX500,Toshiba OCZ VX500 128GB,126.99
SSD,HDTS312EZSTA,Toshiba,Q Series Pro 128GB,452,82.3,2808,https://ssd.userbenchmark.com/Toshiba-Q-Series-Pro-128GB/Rating/1943,Toshiba Q Series Pro 128GB,299.00
SSD,HDTS312XZSTA,Toshiba,Q Series Pro 128GB,452,82.3,2808,https://ssd.userbenchmark.com/Toshiba-Q-Series-Pro-128GB/Rating/1943,Toshiba Q Series Pro 128GB,299.00
SSD,VTR150-25SAT3-120G,OCZ,Vector 150 120GB,453,82.2,1360,https://ssd.userbenchmark.com/OCZ-Vector-150-120GB/Rating/2242,OCZ Vector 150 120GB,100.00
SSD,SDSSDHII-240G-G25,SanDisk,Ultra II 240GB,454,82.2,53931,https://ssd.userbenchmark.com/SanDisk-Ultra-II-240GB/Rating/2548,SanDisk Ultra II 240GB,72.99
SSD,CSSD-F256GBLX,Corsair,Force LX 256GB,455,82.2,2404,https://ssd.userbenchmark.com/SpeedTest/13556/CORSAIR-FORCE-LX-SSD,Corsair Force LX 256GB,649.99
SSD,,Samsung,"SM841 2.5"" 7mm 256GB",456,82.2,2869,https://ssd.userbenchmark.com/SpeedTest/4650/SAMSUNG-SSD-SM841-25--7mm-256GB,"Samsung SM841 2.5"" 7mm 256GB",130.00
SSD,WDS500G1B0B,WD,Blue SATA M.2 500GB,457,82.2,6800,https://ssd.userbenchmark.com/SpeedTest/209713/WDC-WDS500G1B0B-00AS40,WD Blue SATA M.2 500GB,54.99
SSD,MKNSSDE3240GB,Mushkin,ECO3 240GB,458,82.0,848,https://ssd.userbenchmark.com/SpeedTest/82991/MKNSSDE3240GB,Mushkin ECO3 240GB,21.99
SSD,ASP610SS3-256GM-C,Adata,Premier SP610 256GB,459,82.0,1898,https://ssd.userbenchmark.com/Adata-Premier-SP610-256GB/Rating/3281,Adata Premier SP610 256GB,143.99
SSD,SD7SB3Q-128G-1002,SanDisk,X300s Non-Secure 256GB,460,81.9,2451,https://ssd.userbenchmark.com/SpeedTest/20604/SanDisk-SD7SB3Q256G1002,SanDisk X300s Non-Secure 256GB,30.07
SSD,CSSD-P256GBP-BK,Corsair,Performance Pro 256GB,461,81.8,318,https://ssd.userbenchmark.com/Corsair-Performance-Pro-256GB/Rating/45,Corsair Performance Pro 256GB,714.99
SSD,HDTS225EZSTA,Toshiba,HG5d Q Series 256GB,462,81.7,3223,https://ssd.userbenchmark.com/Toshiba-HG5d-Q-Series-256GB/Rating/1624,Toshiba HG5d Q Series 256GB,219.00
SSD,HDTS225XZSTA,Toshiba,HG5d Q Series 256GB,462,81.7,3223,https://ssd.userbenchmark.com/Toshiba-HG5d-Q-Series-256GB/Rating/1624,Toshiba HG5d Q Series 256GB,219.00
SSD,SSD7SC240GOPT-RB,PNY,Optima 240GB,463,81.7,788,https://ssd.userbenchmark.com/SpeedTest/7567/SSD2SC240G1SA754D117-443,PNY Optima 240GB,164.00
SSD,SSD2SC240G1SA754D117,PNY,Optima 240GB,463,81.7,788,https://ssd.userbenchmark.com/SpeedTest/7567/SSD2SC240G1SA754D117-443,PNY Optima 240GB,167.00
SSD,SKC400S37/128G,Kingston,SSDNow KC400 128GB,464,81.7,747,https://ssd.userbenchmark.com/SpeedTest/78104/KINGSTON-SKC400S37128G,Kingston SSDNow KC400 128GB,15.97
SSD,SSDSC2KW480H6,Intel,540s Series 480GB,465,81.7,4519,https://ssd.userbenchmark.com/SpeedTest/128513/INTEL-SSDSC2KW480H6,Intel 540s Series 480GB,199.98
SSD,THNSNS240GBSP,Toshiba,THNSNS Series 240GB,466,81.6,95,https://ssd.userbenchmark.com/SpeedTest/4786/TOSHIBA-THNSNS240GBSP,Toshiba THNSNS Series 240GB,248.99
SSD,ASP550SS3-960GM-C,Adata,Premier SP550 960GB,467,81.6,1022,https://ssd.userbenchmark.com/Adata-Premier-SP550-960GB/Rating/3625,Adata Premier SP550 960GB,143.99
SSD,ASP550SS3-480GM-C,Adata,Premier SP550 480GB,468,81.6,8505,https://ssd.userbenchmark.com/Adata-Premier-SP550-480GB/Rating/3624,Adata Premier SP550 480GB,46.99
SSD,SD6SB2M-256G-1022I,SanDisk,X210 256GB,469,81.5,229,https://ssd.userbenchmark.com/SpeedTest/2244/SanDisk-SD6SB2M256G1022I,SanDisk X210 256GB,70.00
SSD,,Plextor,PX-256M6M 256GB,470,81.5,264,https://ssd.userbenchmark.com/SpeedTest/9887/PLEXTOR-PX-256M6M,Plextor PX-256M6M 256GB,20.99
SSD,SDSSDHP-256G-G25,SanDisk,Ultra Plus 256GB,471,81.4,17545,https://ssd.userbenchmark.com/SanDisk-Ultra-Plus-256GB/Rating/1511,SanDisk Ultra Plus 256GB,22.59
SSD,,Samsung,MZ7PD128HAFV-000 128GB,472,81.2,1744,https://ssd.userbenchmark.com/SpeedTest/9510/SAMSUNG-MZ7PD128HAFV-000,Samsung MZ7PD128HAFV-000 128GB,84.95
SSD,,Toshiba,THNSNH512GCST 512GB,473,81.1,323,https://ssd.userbenchmark.com/SpeedTest/12185/TOSHIBA-THNSNH512GCST,Toshiba THNSNH512GCST 512GB,248.99
SSD,CSSD-N240GBGTXB-BK,Corsair,Neutron GTX 240GB,474,81.0,3421,https://ssd.userbenchmark.com/Corsair-Neutron-GTX-240GB/Rating/1404,Corsair Neutron GTX 240GB,106.99
SSD,SSD7CS1311-240-RB,PNY,CS1311 240GB,475,81.0,26547,https://ssd.userbenchmark.com/PNY-CS1311-240GB/Rating/3615,PNY CS1311 240GB,72.99
SSD,CSSD-F240GBLEB,Corsair,Force LE 240GB,476,80.9,14954,https://ssd.userbenchmark.com/SpeedTest/42143/Corsair-Force-LE-SSD,Corsair Force LE 240GB,72.99
SSD,HDTS412XZSTA,Toshiba,Q300 Pro 128GB,477,80.8,223,https://ssd.userbenchmark.com/SpeedTest/41261/TOSHIBA-Q300-Pro,Toshiba Q300 Pro 128GB,219.00
SSD,,Plextor,PX-256M3P 256GB,478,80.8,128,https://ssd.userbenchmark.com/SpeedTest/3332/PLEXTOR-PX-256M3P,Plextor PX-256M3P 256GB,31.99
SSD,SH103S3/240G,Kingston,HyperX 3K 240GB,479,80.6,27495,https://ssd.userbenchmark.com/Kingston-HyperX-3K-240GB/Rating/1818,Kingston HyperX 3K 240GB,31.99
SSD,WDS250G1B0B,WD,Blue SATA M.2 250GB,480,80.6,7519,https://ssd.userbenchmark.com/SpeedTest/190515/WDC-WDS250G1B0B-00AS40,WD Blue SATA M.2 250GB,39.99
SSD,SSDSC2KW010X6,Intel,540s Series 1TB,481,80.5,1702,https://ssd.userbenchmark.com/SpeedTest/123180/INTEL-SSDSC2KW010X6,Intel 540s Series 1TB,75.00
SSD,SHSS37A/480G,HyperX,Savage 480GB,482,80.4,165,https://ssd.userbenchmark.com/HyperX-Savage-480GB/Rating/3602,HyperX Savage 480GB,48.33
SSD,HDTS212EZSTA,Toshiba,HG5d Q Series 128GB,483,80.3,2624,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST,Toshiba HG5d Q Series 128GB,69.62
SSD,HDTS212XZSTA,Toshiba,HG5d Q Series 128GB,483,80.3,2624,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST,Toshiba HG5d Q Series 128GB,69.62
SSD,THNSNH128GBST,Toshiba,HG5d Q Series 128GB,483,80.3,2624,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST,Toshiba HG5d Q Series 128GB,69.62
SSD,ASP920SS3-512GM-C,Adata,Premier Pro SP920 512GB,484,80.3,303,https://ssd.userbenchmark.com/SpeedTest/26813/ADATA-SP920SS,Adata Premier Pro SP920 512GB,143.99
SSD,MKNSSDRE256GB,Mushkin,Reactor 256GB,485,80.3,909,https://ssd.userbenchmark.com/SpeedTest/30195/MKNSSDRE256GB,Mushkin Reactor 256GB,72.99
SSD,HDTS748XZSTA,Toshiba,Q300 480GB,486,80.2,5920,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300,Toshiba Q300 480GB,345.50
SSD,HDTS748EZSTA,Toshiba,Q300 480GB,486,80.2,5920,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300,Toshiba Q300 480GB,219.00
SSD,CT275MX300SSD4,Crucial,MX300 SATA M.2 275GB,487,80.2,16792,https://ssd.userbenchmark.com/SpeedTest/159989/Crucial-CT275MX300SSD4,Crucial MX300 SATA M.2 275GB,159.99
SSD,,Adata,SP600 256GB,488,80.0,4724,https://ssd.userbenchmark.com/SpeedTest/8707/ADATA-SP600,Adata SP600 256GB,72.99
SSD,TS256GSSD370,Transcend,SSD370 256GB,489,80.0,5249,https://ssd.userbenchmark.com/Transcend-SSD370-256GB/Rating/2701,Transcend SSD370 256GB,116.91
SSD,TS256GMTS600,Transcend,MTS600 M.2 256GB,490,79.9,210,https://ssd.userbenchmark.com/SpeedTest/15991/TS256GMTS600,Transcend MTS600 M.2 256GB,34.99
SSD,MTFDDAK480MBB,Micron,M500DC 480GB,491,79.8,215,https://ssd.userbenchmark.com/SpeedTest/21867/Micron-M500DC-MT,Micron M500DC 480GB,72.99
SSD,HDTS425XZSTA,Toshiba,Q300 Pro 256GB,492,79.6,1385,https://ssd.userbenchmark.com/SpeedTest/35467/TOSHIBA-Q300-Pro,Toshiba Q300 Pro 256GB,408.99
SSD,WDS250G1B0A,WD,Blue 250GB,493,79.5,26761,https://ssd.userbenchmark.com/SpeedTest/191455/WDC-WDS250G1B0A-00H9H0,WD Blue 250GB,47.99
SSD,CT275MX300SSD1,Crucial,MX300 275GB,494,79.4,67541,https://ssd.userbenchmark.com/Crucial-MX300-275GB/Rating/3642,Crucial MX300 275GB,72.99
SSD,SSD7CS900-480-RB,PNY,CS900 480GB,495,79.3,17946,https://ssd.userbenchmark.com/SpeedTest/195106/PNY-CS900-480GB-SSD,PNY CS900 480GB,55.00
SSD,CSSD-N256GB3-BK,Corsair,Neutron 256GB,496,79.2,1100,https://ssd.userbenchmark.com/SpeedTest/2557/Corsair-Neutron-SSD,Corsair Neutron 256GB,649.99
SSD,SSDSC2BW240H601,Intel,535 Series 240GB,497,79.2,9142,https://ssd.userbenchmark.com/Intel-535-Series-240GB/Rating/3500,Intel 535 Series 240GB,39.99
SSD,SD6SB1M-256G-1022I,SanDisk,X110 256GB,498,79.1,4989,https://ssd.userbenchmark.com/SpeedTest/6828/SanDisk-SD6SB1M256G1022I,SanDisk X110 256GB,39.99
SSD,PX-256M5M,Plextor,M5M mSATA 256GB,499,79.1,416,https://ssd.userbenchmark.com/Plextor-M5M-mSATA-256GB/Rating/1626,Plextor M5M mSATA 256GB,23.99
SSD,ASP920SS3-256GM-C,Adata,Premier Pro SP920 256GB,500,79.0,2823,https://ssd.userbenchmark.com/Adata-Premier-Pro-SP920-256GB/Rating/3454,Adata Premier Pro SP920 256GB,143.99
SSD,SD7UB2Q-512G-1022,SanDisk,X300s SATA 512GB,501,79.0,90,https://ssd.userbenchmark.com/SpeedTest/16017/SanDisk-SD7UB2Q512G1122,SanDisk X300s SATA 512GB,45.77
SSD,TS256GMTS400,Transcend,MTS400 M.2 256GB,502,78.9,1007,https://ssd.userbenchmark.com/SpeedTest/18101/TS256GMTS400,Transcend MTS400 M.2 256GB,31.99
SSD,TS256GMTS800,Transcend,MTS800 M.2 256GB,503,78.9,1971,https://ssd.userbenchmark.com/SpeedTest/20255/TS256GMTS800,Transcend MTS800 M.2 256GB,39.99
SSD,TRN150-25SAT3-240G,OCZ,Trion 150 240GB,504,78.9,15660,https://ssd.userbenchmark.com/OCZ-Trion-150-240GB/Rating/3619,OCZ Trion 150 240GB,22.99
SSD,,Samsung,SM841 mSATA 256GB,505,78.9,1284,https://ssd.userbenchmark.com/SpeedTest/4244/SAMSUNG-SSD-SM841-mSATA-256GB,Samsung SM841 mSATA 256GB,72.99
SSD,CSSD-F240GBGS-BK,Corsair,Force GS 240GB,506,78.9,4179,https://ssd.userbenchmark.com/SpeedTest/2047/Corsair-Force-GS,Corsair Force GS 240GB,21.99
SSD,THNSNJ128GCSU,Toshiba,HG6 128GB,507,78.8,5641,https://ssd.userbenchmark.com/SpeedTest/12239/TOSHIBA-THNSNJ128GCSU,Toshiba HG6 128GB,35.51
SSD,SSDSC2BB300G4,Intel,S3500 Series 300GB,508,78.8,488,https://ssd.userbenchmark.com/SpeedTest/9352/INTEL-SSDSC2BB300G4,Intel S3500 Series 300GB,192.00
SSD,,PNY,SSD2SC120G709A104-432278 120GB,509,78.8,112,https://ssd.userbenchmark.com/SpeedTest/7030/SSD2SC120G709A104-432278,PNY SSD2SC120G709A104-432278 120GB,26.50
SSD,SD5SB2-512G,SanDisk,X100 512GB,510,78.7,101,https://ssd.userbenchmark.com/SpeedTest/21973/SanDisk-SD5SB2512G,SanDisk X100 512GB,69.99
SSD,,Liteonit,LMT-256 256GB,511,78.6,163,https://ssd.userbenchmark.com/SpeedTest/6096/LITEONIT-LITEONIT-LMT-256,Liteonit LMT-256 256GB,20.99
SSD,SD7SB6S-256G-1122,SanDisk,X300 256GB,512,78.5,2341,https://ssd.userbenchmark.com/SpeedTest/19618/SanDisk-SD7SB6S256G1122,SanDisk X300 256GB,199.99
SSD,ASP550SS3-240GM-C,Adata,Premier SP550 240GB,513,78.5,29295,https://ssd.userbenchmark.com/Adata-Premier-SP550-240GB/Rating/3623,Adata Premier SP550 240GB,167.00
SSD,TS256GSSD340,Transcend,SSD340 256GB,514,78.5,1962,https://ssd.userbenchmark.com/SpeedTest/3495/TS256GSSD340,Transcend SSD340 256GB,40.69
